KYCRSP_FUNDNO;FEXP_RATIO;FMGMT_FEE;FTURN_RATIO;FFEBEGDT;FFEENDDT
5342;0,0235;0,364;0,7;31/10/2001;30/10/2002
5342;0,0235;0,402;1,98;31/10/2002;30/10/2003
5342;0,0235;0,194;1,85;31/10/2003;28/11/2003
5348;0,0225;0,136;0,54;31/10/2001;30/10/2002
5348;0,0225;0,161;0,3;31/10/2002;30/10/2003
5348;0,0225;0,204;0,17;31/10/2003;30/10/2004
5348;0,0225;0,222;0,17;31/10/2004;30/10/2005
5348;0,0225;0,25;0,1;31/10/2005;30/06/2006
5364;0,012;1,177;2,15;31/03/2000;30/03/2001
5364;0,012;1,19;0,68;31/03/2001;30/03/2002
5364;0,012;1,188;1,03;31/03/2002;30/03/2003
5364;0,012;1,179;0,61;31/03/2003;30/03/2004
5364;0,012;1,189;1,81;31/03/2004;31/08/2004
5365;0,0125;1,132;0,35;31/03/2000;30/03/2001
5365;0,0125;1,229;0,7;31/03/2001;30/03/2002
5365;0,0184;1,184;0,14;31/03/2002;29/11/2002
5368;0,0135;1,32;1,12;31/10/1999;30/10/2000
5368;0,0137;1,318;1,14;31/10/2000;30/10/2001
5368;0,0134;1,307;1,48;31/10/2001;31/07/2002
5376;0,0073;-2,088;0,76;31/12/1999;30/07/2000
5376;0,0076;0,055;0,97;31/07/2000;30/07/2001
5376;0,0073;0,2;0,38;31/07/2001;30/07/2002
5376;0,0066;0,244;0,63;31/07/2002;30/07/2003
5376;0,0055;0,192;1,28;31/07/2003;30/07/2004
5376;0,0046;0,3;0,27;31/07/2004;30/09/2005
5381;0,0096;-4,823;-99;31/12/1999;30/07/2000
5381;0,0086;0,05;0,22;31/07/2000;30/07/2001
5381;0,0079;0,204;0,36;31/07/2001;30/07/2002
5381;0,0071;0,08;0,5;31/07/2002;30/07/2003
5381;0,0066;0,198;1;31/07/2003;30/07/2004
5381;0,0057;0,203;0,31;31/07/2004;30/09/2005
5382;0,0133;1;0,18;31/07/1999;30/07/2000
5382;0,0135;0,998;0,17;31/07/2000;30/07/2001
5382;0,0134;1;0,43;31/07/2001;30/07/2002
5382;0,0135;0,99;0,59;31/07/2002;30/07/2003
5382;0,0136;0,989;1,17;31/07/2003;30/07/2004
5382;0,0134;0,992;0,44;31/07/2004;30/09/2005
5383;0,0218;1,143;0,2;31/12/1999;30/07/2000
5383;0,0146;1,118;0,39;31/07/2000;30/07/2001
5383;0,0142;1,15;1,2;31/07/2001;30/07/2002
5383;0,0151;1,073;2,21;31/07/2002;30/07/2003
5383;0,0099;0,744;0,59;31/07/2003;30/07/2004
5383;0,0095;0,741;1,05;31/07/2004;30/09/2005
5388;0,0104;0,792;0,15;31/12/1999;30/07/2000
5388;0,0114;0,743;0,1;31/07/2000;30/07/2001
5388;0,0125;0,9;0,1;31/07/2001;30/07/2002
5388;0,0126;0,895;0,11;31/07/2002;30/07/2003
5388;0,0126;0,896;0,07;31/07/2003;30/07/2004
5388;0,0126;0,9;0,08;31/07/2004;30/09/2005
5391;0,0132;0,789;1,78;31/12/1999;30/07/2000
5391;0,0132;0,892;0,91;31/07/2000;30/07/2001
5391;0,013;0,91;1;31/07/2001;30/07/2002
5391;0,0131;0,941;1,15;31/07/2002;30/07/2003
5391;0,0131;0,944;1,51;31/07/2003;30/07/2004
5391;0,013;0,949;0,71;31/07/2004;30/09/2005
5396;0,0113;0,8;0,1;31/07/1999;30/07/2000
5396;0,0144;0,472;0,25;31/07/2000;30/07/2001
5396;0,0171;0,945;0,19;31/07/2001;30/07/2002
5396;0,0146;0,939;0,38;31/07/2002;30/07/2003
5396;0,0134;0,94;0,08;31/07/2003;30/07/2004
5396;0,0129;0,941;0,18;31/07/2004;30/07/2005
5396;0,0131;0,944;0,14;31/07/2005;30/07/2006
5396;0,0135;0,708;0,12;31/07/2006;30/11/2006
5400;0,0088;0,45;0,36;31/07/1999;30/07/2000
5400;0,0101;0,474;0,3;31/07/2000;30/07/2001
5400;0,0104;0,599;0,42;31/07/2001;30/07/2002
5400;0,0107;0,586;0,34;31/07/2002;30/07/2003
5400;0,01;0,576;0,27;31/07/2003;30/07/2004
5400;0,0095;0,589;0,64;31/07/2004;30/09/2005
5403;0,0139;1,162;2,08;31/07/1999;30/07/2000
5403;0,0142;1,119;3,18;31/07/2000;30/07/2001
5403;0,0146;1,25;2,2;31/07/2001;30/07/2002
5403;0,0146;1,238;2,27;31/07/2002;30/07/2003
5403;0,0145;1,24;2,21;31/07/2003;30/07/2004
5403;0,0143;1,238;1,71;31/07/2004;30/09/2005
5418;0,0141;0,999;1,34;31/07/1999;30/07/2000
5418;0,0138;0,919;1,68;31/07/2000;30/07/2001
5418;0,0131;0,947;2,09;31/07/2001;30/07/2002
5418;0,0134;0,946;1,58;31/07/2002;31/10/2002
5420;0,0123;0,8;0,79;31/07/1999;30/07/2000
5420;0,0135;0,786;1,11;31/07/2000;30/07/2001
5420;0,0142;0,95;1,61;31/07/2001;31/05/2002
5428;0,0152;-2,407;0,57;31/12/1999;30/07/2000
5428;0,014;0,243;0,21;31/07/2000;30/07/2001
5428;0,0137;0,299;0,51;31/07/2001;30/07/2002
5428;0,0135;0,195;0,69;31/07/2002;30/07/2003
5428;0,0137;0,299;1,35;31/07/2003;30/07/2004
5428;0,0133;0,203;0,38;31/07/2004;30/09/2005
5442;0;-70,931;2,72;30/09/2000;29/09/2001
5442;0;-69,873;1,83;30/09/2001;29/09/2002
5442;0;-46,679;1,98;30/09/2002;29/09/2003
5442;0,0132;-29,168;1,16;30/09/2003;30/09/2004
5444;0,02;2;0,89;31/07/1999;30/07/2000
5444;0,02;2;-99;31/07/2000;30/07/2001
5444;0,02;2;0,15;31/07/2001;30/07/2002
5444;0,02;2;0,89;31/07/2002;30/07/2003
5444;0,02;2;0,59;31/07/2003;30/07/2004
5444;0,02;2;0,28;31/07/2004;30/07/2005
5444;0,02;2;5,26;31/07/2005;30/12/2005
5462;0,0167;0,932;0,27;31/03/1999;30/03/2000
5462;0,0142;0,668;0,37;31/03/2000;30/03/2001
5462;0,0141;0,505;0,29;31/03/2001;30/12/2001
5462;0,0154;0,306;0,21;31/12/2001;31/07/2002
5481;0,011;0,826;0,32;31/01/2000;30/01/2001
5481;0,0107;0,867;0,29;31/01/2001;30/01/2002
5481;0,011;0,847;0,22;31/01/2002;28/06/2002
5489;0,0115;-1,936;0,59;30/09/2002;29/09/2003
5489;0,0115;-1,653;0,88;30/09/2003;29/09/2004
5489;0,0115;0,6;1,2;30/09/2004;31/01/2005
5575;0,0091;0,73;0,39;30/04/1999;29/04/2000
5575;0,0097;0,73;0,41;30/04/2000;29/04/2001
5575;0,0096;0,731;0,32;30/04/2001;29/04/2002
5575;0,0096;0,732;0,4;30/04/2002;29/08/2003
5588;0,0083;0,641;0,05;31/05/1999;30/05/2000
5588;0,0095;0,82;0,03;31/05/2000;30/05/2001
5588;0,0097;0,82;0,01;31/05/2001;30/05/2002
5588;0,0093;0,82;-99;31/05/2002;30/05/2003
5588;0,0095;0,82;-99;31/05/2003;30/05/2004
5588;0,0082;0,7;-99;31/05/2004;31/08/2004
5594;0,011;1;0,51;31/05/1999;30/05/2001
5594;0,0098;0,821;1,02;31/05/2001;30/05/2002
5594;0,01;0,82;0,5;31/05/2002;30/05/2003
5594;0,0103;0,82;0,57;31/05/2003;30/04/2004
5623;0,0245;0,65;0,81;31/01/2000;30/01/2001
5623;0,0236;0,65;1,01;31/01/2001;30/01/2002
5623;0,0239;0,65;1,32;31/01/2002;30/01/2003
5623;0,0265;0,65;0,9;31/01/2003;30/01/2004
5635;0,015;-0,158;1,24;31/05/1999;30/05/2000
5635;0,015;0,458;1,43;31/05/2000;30/05/2001
5635;0,015;0,901;1,41;31/05/2001;30/05/2002
5635;0,015;0,633;0,98;31/05/2002;30/05/2003
5635;0,015;0,767;1,2;31/05/2003;30/05/2004
5635;0,0129;0,681;1,26;31/05/2004;30/09/2004
5636;0,015;-1,371;1,88;31/05/2000;30/05/2001
5636;0,015;-0,956;1,73;31/05/2001;30/05/2002
5636;0,015;-1,498;1,64;31/05/2002;28/02/2003
5638;0,015;-2,045;4,16;31/05/2000;30/05/2001
5638;0,015;-1,32;9,83;31/05/2001;30/05/2002
5638;0,015;-1,617;2;31/05/2002;30/05/2003
5638;0,015;-2,464;1,43;31/05/2003;28/05/2004
5657;0,0132;-0,008;2,47;31/12/2002;30/12/2003
5657;0,0139;0,345;2,81;31/12/2003;30/12/2004
5657;0,014;0,8;0,85;31/12/2004;30/12/2005
5657;0,0133;0,8;0,31;31/12/2005;30/12/2006
5657;0,013;0,791;1,37;31/12/2006;30/04/2007
5659;0,0153;0,77;1,84;31/12/1999;30/12/2000
5659;0,0155;0,8;1,74;31/12/2000;30/12/2001
5659;0,0166;0,8;2,71;31/12/2001;30/12/2002
5659;0,016;0,568;2,48;31/12/2002;30/12/2003
5659;0,0171;0,8;3,09;31/12/2003;30/12/2004
5659;0,0153;0,8;1,98;31/12/2004;30/12/2005
5659;0,0145;0,8;1,73;31/12/2005;30/12/2006
5659;0,0141;0,8;1,96;31/12/2006;30/04/2007
5664;0,0117;0,7;1,8;31/12/1999;30/12/2000
5664;0,0112;0,661;0,54;31/12/2000;30/12/2001
5664;0,0126;0,687;1,75;31/12/2001;30/12/2002
5664;0,014;0,7;1,02;31/12/2002;30/12/2003
5664;0,014;0,7;0,33;31/12/2003;30/12/2004
5664;0,0135;0,7;1,15;31/12/2004;30/12/2005
5664;0,0128;0,7;0,71;31/12/2005;30/12/2006
5664;0,0122;0,7;0,84;31/12/2006;30/04/2007
5721;0,0098;0,699;0,68;30/09/1999;29/09/2000
5721;0,0099;0,803;0,77;30/09/2000;29/09/2001
5721;0,0105;0,979;0,96;30/09/2001;29/09/2002
5721;0,0102;0,953;1;30/09/2002;29/09/2003
5721;0,0093;0,903;0,92;30/09/2003;29/09/2004
5721;0,0097;0,917;1,27;30/09/2004;29/09/2005
5721;0,0089;0,811;0,63;30/09/2005;29/09/2006
5721;0,0088;0,803;1,86;30/09/2006;29/12/2006
5739;0,0154;1,199;1,84;30/09/1999;29/09/2000
5739;0,0141;1,227;2,06;30/09/2000;29/09/2001
5739;0,0147;1,373;2,86;30/09/2001;29/09/2002
5739;0,0148;1,405;2,93;30/09/2002;29/09/2003
5739;0,0137;1,336;1,98;30/09/2003;29/09/2004
5739;0,013;1,25;2,12;30/09/2004;29/09/2005
5739;0,0113;1,024;0,81;30/09/2005;31/03/2006
5805;0,0096;-1,117;0,35;31/12/2000;30/12/2001
5805;0,0096;-1,329;0,47;31/12/2001;30/12/2002
5805;0,0096;-0,757;0,27;31/12/2002;30/12/2003
5805;0,0096;-0,293;0,45;31/12/2003;30/12/2004
5805;0,0096;-0,26;0,58;31/12/2004;30/12/2005
5805;0,0096;-0,298;0,7;31/12/2005;31/07/2006
5806;0,00812;-0,151;0,05;31/12/2000;30/12/2001
5806;0,008;-0,51;0,16;31/12/2001;30/12/2002
5806;0,008;-0,135;0,21;31/12/2002;30/12/2003
5806;0,008;0,134;0,24;31/12/2003;30/12/2004
5806;0,008;0,021;0,42;31/12/2004;30/12/2005
5806;0,008;-0,055;0,68;31/12/2005;31/07/2006
5825;0,009;-2,469;4,51;31/12/2000;30/12/2001
5825;0,009;-0,741;2,53;31/12/2001;30/12/2002
5825;0,009;-1,137;0,21;31/12/2002;31/03/2003
5826;0,0079;0,779;0,39;30/06/1999;29/06/2000
5826;0,0079;0,776;0,62;30/06/2000;29/06/2001
5826;0,008;0,786;0,64;30/06/2001;29/06/2002
5826;0,0085;0,832;0,31;30/06/2002;29/06/2003
5826;0,0085;0,784;0,71;30/06/2003;30/04/2004
5831;0,015;-2,749;0,3;31/05/1999;30/05/2000
5831;0,015;-0,027;0,26;31/05/2000;30/05/2001
5831;0,015;0,364;0,27;31/05/2001;30/05/2002
5831;0,015;0,446;0,4;31/05/2002;30/05/2003
5831;0,015;0,258;0,3;31/05/2003;30/05/2004
5831;0,015;0,177;0,46;31/05/2004;30/05/2005
5831;0,015;0,292;0,31;31/05/2005;30/05/2006
5831;0,015;0,419;0,41;31/05/2006;30/04/2007
5882;0,011;;-99;31/12/1997;30/05/2000
5882;0,011;0,532;0,26;31/05/2000;30/05/2001
5882;0,0125;0,798;0,26;31/05/2001;30/08/2002
5882;0,0143;0,9;0,34;31/08/2002;30/08/2003
5882;0,0134;0,9;0,59;31/08/2003;31/08/2004
5884;0,0127;0,9;0,3;31/08/2001;30/08/2002
5884;0,013;0,9;0,26;31/08/2002;31/03/2003
5885;0,0145;0,9;0,31;31/08/2001;30/08/2002
5885;0,0149;0,9;0,48;31/08/2002;30/08/2003
5885;0,0163;0,827;0,73;31/08/2003;31/08/2004
5928;0,0225;1,338;1,26;31/03/2002;30/03/2003
5928;0,0225;1,355;2,1;31/03/2003;28/11/2003
5932;0,02;0,25;2,31;31/03/2002;30/03/2003
5932;0,0201;0,122;1,89;31/03/2003;28/11/2003
5936;0,0125;-2,333;1,12;31/03/2002;30/03/2003
5936;0,0126;-3,157;0,69;31/03/2003;28/11/2003
5951;0,015;0,252;0,84;31/03/1999;30/03/2000
5951;0,015;0,203;0,66;31/03/2000;30/03/2001
5951;0,015;0,389;0,65;31/03/2001;30/03/2002
5951;0,015;0,37;0,76;31/03/2002;30/03/2003
5951;0,015;0,422;0,92;31/03/2003;30/04/2004
5975;0,0165;0,15;1;31/03/1999;30/03/2000
5975;0,0165;-0,085;0,76;31/03/2000;30/03/2001
5975;0,0165;-0,239;0,99;31/03/2001;30/03/2002
5975;0,0165;0,056;0,57;31/03/2002;30/03/2003
5975;0,0165;0,224;0,31;31/03/2003;30/04/2004
5983;0,0136;0,76;2,74;30/09/1999;29/09/2000
5983;0,01127;0,691;0,7;30/09/2000;29/09/2001
5983;0,0126;0,713;1,31;30/09/2001;29/09/2002
5983;0,0145;0,68;1,77;30/09/2002;31/03/2003
5984;0,016;0,91;1,28;30/09/1999;29/09/2000
5984;0,01267;0,809;0,92;30/09/2000;29/09/2001
5984;0,0132;0,825;1,47;30/09/2001;29/09/2002
5984;0,0151;0,801;2,23;30/09/2002;31/03/2003
5985;0,0154;0,91;1,68;30/09/1999;29/09/2000
5985;0,01273;0,832;1,49;30/09/2000;29/09/2001
5985;0,0154;0,85;2,12;30/09/2001;30/04/2002
5988;0,0178;0,76;1,78;30/09/1999;29/09/2000
5988;0,01279;0,75;1,5;30/09/2000;29/09/2001
5988;0,015;0,75;2,16;30/09/2001;29/09/2002
5988;0,0187;0,643;3,08;30/09/2002;31/03/2003
5993;0,0135;0,76;1,73;30/09/1999;29/09/2000
5993;0,01176;0,743;0,74;30/09/2000;29/09/2001
5993;0,0125;0,75;0,7;30/09/2001;29/09/2002
5993;0,0134;0,707;1,06;30/09/2002;31/03/2003
6037;0,01;0,814;0,58;31/12/1999;30/12/2000
6037;0,01;0,813;0,52;31/12/2000;30/12/2001
6037;0,01;0,823;0,86;31/12/2001;30/12/2002
6037;0,01;0,819;0,6;31/12/2002;30/12/2003
6037;0,01;0,811;0,43;31/12/2003;30/12/2004
6037;0,01;0,793;0,42;31/12/2004;30/12/2005
6037;0,01;0,878;0,4;31/12/2005;29/09/2006
6040;0,01;0,664;0,34;31/12/2003;30/12/2004
6040;0,01;0,749;0,36;31/12/2004;30/12/2005
6040;0,01;0,718;0,29;31/12/2005;28/04/2006
6045;0,0125;0,814;0,58;31/12/1999;30/12/2000
6045;0,0125;0,813;0,52;31/12/2000;30/12/2001
6045;0,0125;0,823;0,86;31/12/2001;30/12/2002
6045;0,0125;0,819;0,6;31/12/2002;30/12/2003
6045;0,0125;0,811;0,43;31/12/2003;30/12/2004
6045;0,0125;0,793;0,42;31/12/2004;29/04/2005
6078;0,01189;0,717;0,42;30/09/1999;29/09/2000
6078;0,0123;0,723;1,21;30/09/2000;29/09/2001
6078;0,0127;0,723;1,14;30/09/2001;29/09/2002
6078;0,0127;0,713;1,28;30/09/2002;29/09/2003
6078;0,0126;0,663;1,5;30/09/2003;29/09/2004
6078;0,0119;0,711;0,75;30/09/2004;29/09/2005
6078;0,0118;0,73;0,93;30/09/2005;31/10/2006
6083;0,0122;0,747;0,6;30/09/1999;29/09/2000
6083;0,0125;0,736;1,21;30/09/2000;29/09/2001
6083;0,0129;0,743;1,64;30/09/2001;29/09/2002
6083;0,0129;0,73;1,3;30/09/2002;29/09/2003
6083;0,0129;0,694;0,9;30/09/2003;29/09/2004
6083;0,0127;0,648;0,7;30/09/2004;29/09/2005
6083;0,0122;0,604;0,63;30/09/2005;31/10/2006
6114;0,0121;0,734;0,22;30/09/1999;29/09/2000
6114;0,0125;0,731;1,03;30/09/2000;29/09/2001
6114;0,0128;0,737;1,14;30/09/2001;29/09/2002
6114;0,0128;0,693;1,24;30/09/2002;29/09/2003
6114;0,0128;0,635;0,98;30/09/2003;29/09/2004
6114;0,0126;0,655;0,72;30/09/2004;29/09/2005
6114;0,0116;0,6;1,05;30/09/2005;29/09/2006
6114;0,0116;0,608;0,76;30/09/2006;31/03/2008
6189;0,0112;1,02;0,88;30/09/1999;29/09/2000
6189;0,0113;1,04;2,05;30/09/2000;29/09/2001
6189;0,0113;1,03;2,43;30/09/2001;29/09/2002
6189;0,0114;1,03;3,23;30/09/2002;29/09/2003
6189;0,0121;0,975;2,87;30/09/2003;29/09/2004
6189;0,0126;0,937;2,23;30/09/2004;31/01/2005
6278;0,0135;0,65;0,7;30/09/2005;29/09/2006
6278;0,0135;0,676;0,87;30/09/2006;31/03/2008
6279;0,0142;0,822;0,73;30/09/2005;29/09/2006
6279;0,0144;0,719;1,42;30/09/2006;31/03/2008
6280;0,0135;0,625;1,22;30/09/2005;29/09/2006
6280;-99;0,676;0,49;30/09/2006;31/03/2008
6709;0,0093;0,807;0,61;31/05/1999;30/05/2000
6709;0,0088;0,804;0,79;31/05/2000;30/10/2001
6709;0,0087;0,682;0,51;31/10/2001;29/11/2002
6711;0,0336;2,5;0,59;30/06/1999;29/06/2000
6711;0,0278;2,5;0,75;30/06/2000;29/06/2001
6711;0,0278;2,5;1,01;30/06/2001;29/06/2002
6711;0,0299;2,5;1,58;30/06/2002;29/06/2003
6711;0,0308;2,5;0,93;30/06/2003;29/06/2004
6711;0,0297;2,501;1,65;30/06/2004;29/06/2005
6711;0,03;2,5;0,32;30/06/2005;29/06/2006
6711;0,03;2,5;0,55;30/06/2006;31/03/2008
6738;0,0089;0,755;0,17;30/09/1999;29/09/2000
6738;0,009;0,76;0,11;30/09/2000;29/09/2001
6738;0,0094;0,76;0,11;30/09/2001;29/09/2002
6738;0,0094;0,76;0,21;30/09/2002;29/09/2003
6738;0,0103;0,76;0,06;30/09/2003;29/09/2004
6738;0,01;0,765;0,11;30/09/2004;29/09/2005
6738;0,0102;0,777;0,11;30/09/2005;30/11/2006
6773;0,0115;0,85;0,37;30/11/1999;29/11/2000
6773;0,0115;0,847;0,55;30/11/2000;29/11/2001
6773;0,0115;0,79;0,49;30/11/2001;29/11/2002
6773;0,0115;0,686;0,36;30/11/2002;30/05/2003
6789;0,012;-18,007;0,24;31/12/1999;30/12/2000
6789;0,012;-21,587;0,02;31/12/2000;30/12/2001
6789;0,012;-10,262;-99;31/12/2001;29/11/2002
6801;0,01;0,906;0,92;31/05/1999;30/05/2000
6801;0,0109;0,821;0,42;31/05/2000;30/05/2001
6801;0,0117;0,82;0,44;31/05/2001;30/05/2002
6801;0,0119;0,82;0,36;31/05/2002;30/05/2003
6801;0,012;0,778;0,24;31/05/2003;30/05/2004
6801;0,0113;0,776;0,22;31/05/2004;31/03/2005
6809;0,015;0,123;1,38;31/12/2002;30/12/2003
6809;0,015;-0,101;1,82;31/12/2003;31/12/2004
6811;0,0125;0,646;0,92;30/06/1999;29/06/2000
6811;0,0125;0,543;0,79;30/06/2000;29/06/2001
6811;0,0125;0,601;0,51;30/06/2001;30/12/2001
6811;0,015;0,493;0,96;31/12/2001;30/12/2002
6811;0,0125;0,044;0,42;31/12/2002;30/04/2003
6815;0,014;-0,024;0,44;31/12/2002;28/11/2003
6816;0,0108;0,73;0,7;31/12/1999;30/12/2000
6816;0,0109;0,778;1,29;31/12/2000;30/12/2001
6816;0,0109;0,795;0,77;31/12/2001;29/11/2002
6835;0,015;0,781;1,8;30/06/1999;29/06/2000
6835;0,015;0,781;2,83;30/06/2000;29/06/2001
6835;0,015;0,67;2,03;30/06/2001;30/12/2002
6835;0,015;0,441;1,63;31/12/2002;30/04/2003
6869;0,008;0,702;0,66;31/07/2004;30/07/2005
6869;0,008;0,678;0,48;31/07/2005;31/03/2006
7149;0,0041;0,2;0,41;30/09/1999;29/09/2000
7149;0,0041;0,2;0,53;30/09/2000;29/09/2001
7149;0,0044;0,216;0,49;30/09/2001;29/09/2002
7149;0,0045;0,225;0,35;30/09/2002;29/09/2003
7149;0,006;0,226;0,42;30/09/2003;29/10/2004
7216;0,0139;0,34;0,94;31/12/1999;30/12/2000
7216;0,0152;0,666;0,35;31/12/2000;30/12/2001
7216;0,0149;-0,003;0,36;31/12/2001;30/12/2002
7216;0,0151;-0,475;1,51;31/12/2002;30/04/2003
7217;0,0175;-0,656;0,29;30/09/2000;29/09/2001
7217;0,0175;-0,397;0,39;30/09/2001;29/09/2002
7217;0,0123;-0,788;-99;30/09/2002;29/09/2003
7217;0,0095;-0,987;0,09;30/09/2003;29/09/2004
7217;0,0095;-0,487;0,02;30/09/2004;29/09/2005
7217;0,0064;-0,749;0,05;30/09/2005;29/09/2006
7217;0,0078;-0,387;0,88;30/09/2006;30/03/2007
7239;0,0297;0,942;0,17;31/10/1999;30/10/2000
7239;0,0152;0,205;0,31;31/10/2000;30/10/2001
7239;0,0125;0,263;0,64;31/10/2001;29/11/2002
7277;0,0149;-3,887;0,2;30/06/2000;29/06/2001
7277;0,0134;-1,206;1,47;30/06/2001;29/06/2002
7277;0,0134;0,646;2,94;30/06/2002;29/06/2003
7277;0,0145;0,574;3,95;30/06/2003;29/06/2004
7277;0,0153;0,65;2,08;30/06/2004;29/06/2005
7277;0,0151;0,65;1,21;30/06/2005;29/06/2006
7277;0,0144;0,65;0,97;30/06/2006;29/06/2007
7277;0,0142;0,65;0,54;30/06/2007;31/03/2008
7280;0,0158;0,719;0,18;30/06/1999;29/06/2000
7280;0,0149;0,606;0,2;30/06/2000;29/06/2001
7280;0,0134;0,516;0,45;30/06/2001;29/06/2002
7280;0,0134;0,759;0,76;30/06/2002;29/06/2003
7280;0,0137;0,698;1,84;30/06/2003;29/06/2004
7280;0,0152;0,65;0,22;30/06/2004;29/06/2005
7280;0,0155;0,65;1,01;30/06/2005;29/06/2006
7280;0,0152;0,65;1,01;30/06/2006;29/06/2007
7280;0,0152;0,65;1,53;30/06/2007;31/03/2008
7286;0,009;-0,699;0,33;30/06/2004;29/06/2005
7286;0,009;-0,139;0,32;30/06/2005;30/06/2006
7292;0,0155;0,663;1,37;30/06/2001;29/06/2002
7292;0,0147;1,036;2,03;30/06/2002;29/06/2003
7292;0,0151;1,089;3,16;30/06/2003;29/06/2004
7292;0,0162;1,15;0,15;30/06/2004;29/06/2005
7292;0,0164;1,15;1,1;30/06/2005;29/06/2006
7292;0,016;1,15;0,6;30/06/2006;29/06/2007
7292;0,0157;1,15;0,48;30/06/2007;31/03/2008
7374;0,0077;0,6;0,97;31/12/1999;30/12/2000
7374;0,0075;0,6;1,04;31/12/2000;30/12/2001
7374;0,008;0,6;1,14;31/12/2001;30/12/2002
7374;0,0086;0,6;1,07;31/12/2002;30/08/2003
7374;0,0094;0,6;1,02;31/08/2003;30/08/2004
7374;0,0092;0,6;1,92;31/08/2004;31/03/2005
7387;0,0225;-0,8;0,47;31/10/2000;30/10/2001
7387;0,0225;0,143;1,88;31/10/2001;30/10/2002
7387;0,0225;0,315;1,21;31/10/2002;30/10/2003
7387;0,0225;-0,024;1,16;31/10/2003;31/12/2004
7391;0,0225;0,386;0,32;31/10/2000;30/10/2001
7391;0,0225;0,839;0,9;31/10/2001;30/10/2002
7391;0,0225;0,8;0,49;31/10/2002;30/10/2003
7391;0,0225;0,755;0,36;31/10/2003;30/10/2004
7391;0,0225;0,78;0,38;31/10/2004;31/10/2005
7405;0,0132;0,697;0,67;31/10/1999;30/10/2000
7405;0,0127;0,7;0,58;31/10/2000;30/10/2001
7405;0,0122;0,689;0,18;31/10/2001;30/10/2002
7405;0,0121;0,689;0,28;31/10/2002;29/09/2003
7405;0,0123;0,693;0,08;30/09/2003;29/09/2004
7405;0,0113;0,67;0,07;30/09/2004;30/09/2005
7428;0,004;0,401;0,22;31/03/1999;30/03/2000
7428;0,0041;0,405;0,36;31/03/2000;30/03/2001
7428;0,0041;0,404;0,41;31/03/2001;30/03/2002
7428;0,0041;0,404;0,21;31/03/2002;30/03/2003
7428;0,0041;0,408;0,27;31/03/2003;30/03/2004
7428;0,0041;0,399;0,2;31/03/2004;30/03/2005
7428;0,0032;0,311;0,17;31/03/2005;30/09/2005
7446;0,0216;0,785;0,79;30/06/1999;29/06/2000
7446;0,021;0,753;0,81;30/06/2000;29/06/2001
7446;0,0207;0,744;1,04;30/06/2001;29/06/2002
7446;0,0206;0,703;0,47;30/06/2002;29/06/2003
7446;0,0215;0,713;0,63;30/06/2003;30/07/2004
7446;0,0196;0,706;0,52;31/07/2004;30/09/2005
7631;0,0098;0,856;0,43;31/03/1999;30/03/2000
7631;0,01;0,88;0,46;31/03/2000;30/03/2001
7631;0,0098;0,88;0,39;31/03/2001;30/03/2002
7631;0,0097;0,88;0,39;31/03/2002;30/03/2003
7631;0,0097;0,88;0,58;31/03/2003;30/03/2004
7631;0,0096;0,88;0,65;31/03/2004;30/03/2005
7631;0,0097;0,867;1,48;31/03/2005;30/03/2006
7631;0,0095;0,871;1,46;31/03/2006;29/09/2006
7712;0,0239;0,996;0,8;31/10/1999;30/10/2000
7712;0,0219;0,94;0,69;31/10/2000;30/10/2001
7712;0,0214;0,85;0,82;31/10/2001;30/10/2002
7712;0,0216;0,85;0,42;31/10/2002;30/10/2003
7712;0,0217;0,85;0,39;31/10/2003;30/10/2004
7712;0,0214;0,85;0,4;31/10/2004;30/10/2005
7712;0,0207;0,77;0,31;31/10/2005;29/09/2006
7804;0,0118;0,756;0,24;30/09/1999;29/09/2000
7804;0,0108;0,724;0,72;30/09/2000;29/09/2001
7804;0,0126;0,737;-99;30/09/2001;29/09/2002
7804;0,0158;0,759;0,32;30/09/2002;29/09/2003
7804;0,0149;0,768;1,28;30/09/2003;29/09/2004
7804;0,0146;0,761;0,58;30/09/2004;29/09/2005
7804;0,0109;0,287;0,79;30/09/2005;29/09/2006
7809;0,0094;0,712;0,36;30/09/1999;29/09/2000
7809;0,0095;0,677;0,74;30/09/2000;29/09/2001
7809;0,0095;0,697;-99;30/09/2001;29/09/2002
7809;0,0088;0,7;0,71;30/09/2002;29/09/2003
7809;0,01;0,662;1,08;30/09/2003;29/09/2004
7809;0,0089;0,722;0,51;30/09/2004;29/09/2005
7809;0,0093;0,732;0,02;30/09/2005;29/09/2006
7904;0,0203;0,819;0,2;31/10/1999;30/10/2000
7904;0,0204;0,817;0,42;31/10/2000;30/10/2001
7904;0,0205;0,814;0,19;31/10/2001;30/10/2002
7904;0,0208;0,792;0,13;31/10/2002;29/09/2003
7904;0,0219;0,817;0,55;30/09/2003;29/09/2004
7904;0,0209;0,817;1,15;30/09/2004;29/09/2005
7904;0,0194;0,686;1,05;30/09/2005;29/09/2006
7904;0,0184;0,653;0,63;30/09/2006;31/03/2008
7917;0,0112;0,825;1,05;31/10/1999;30/10/2000
7917;0,0103;0,821;0,91;31/10/2000;30/10/2001
7917;0,0103;0,814;0,75;31/10/2001;30/10/2002
7917;0,0104;0,806;0,96;31/10/2002;29/09/2003
7917;0,0112;0,817;1,23;30/09/2003;29/09/2004
