KYCRSP_FUNDNO;FEXP_RATIO;FMGMT_FEE;FTURN_RATIO;FFEBEGDT;FFEENDDT
8356;0,0122;1,052;0,74;30/09/2006;31/10/2006
8362;0,0125;0,759;1,55;30/09/1999;29/09/2000
8362;0,0125;1,059;1,46;30/09/2000;29/09/2001
8362;0,0125;1,21;2,51;30/09/2001;29/09/2002
8362;0,0125;1,206;1,2;30/09/2002;29/09/2003
8362;0,0125;1,214;0,82;30/09/2003;29/09/2004
8362;0,0125;1,161;1,16;30/09/2004;29/09/2005
8362;0,0125;1,216;0,83;30/09/2005;29/09/2006
8362;0,0125;1,088;0,53;30/09/2006;31/10/2006
8426;0;0;0,29;31/08/2001;30/08/2002
8426;0;0;0,44;31/08/2002;30/08/2003
8426;0;0;0,93;31/08/2003;30/08/2004
8426;0,0013;-0,001;0,43;31/08/2004;30/08/2005
8426;0,003;-0,001;0,31;31/08/2005;31/07/2006
8594;0,0091;0,6;0,68;30/09/1999;29/09/2000
8594;0,00903;0,667;0,66;30/09/2000;29/09/2001
8594;0,0088;0,88;0,35;30/09/2001;29/09/2002
8594;0,0087;0,867;0,13;30/09/2002;29/09/2003
8594;0,0097;0,963;0,22;30/09/2003;29/09/2004
8594;0,0092;0,77;0,12;30/09/2004;29/09/2005
8594;0,0081;0,559;0,19;30/09/2005;31/07/2006
8598;0,017;0,83;0,17;30/09/1999;29/09/2000
8598;0,01737;0,821;0,48;30/09/2000;29/09/2001
8598;0,0123;1,2;0,48;30/09/2001;29/09/2002
8598;0,0121;1,2;1,46;30/09/2002;29/09/2003
8598;0,0121;1,2;1,64;30/09/2003;29/09/2004
8598;0,0125;0,968;1,86;30/09/2004;29/09/2005
8598;0,0124;0,748;1,98;30/09/2005;31/07/2006
8611;0,0105;1;0,87;31/07/2001;30/07/2002
8611;0,0101;1;0,48;31/07/2002;30/07/2003
8611;0,0101;0,999;0,31;31/07/2003;30/07/2004
8611;0,0103;0,82;0,21;31/07/2004;30/07/2005
8611;0,0106;0,699;0,2;31/07/2005;31/07/2006
8619;0,0076;0,75;0,57;30/09/2001;29/09/2002
8619;0,0076;0,75;0,52;30/09/2002;29/09/2003
8619;0,008;0,794;0,42;30/09/2003;29/09/2004
8619;0,007;0,6;0,26;30/09/2004;29/09/2005
8619;0,0064;0,443;0,98;30/09/2005;31/07/2006
8627;0,0076;0,75;0,67;28/02/2002;27/02/2003
8627;0,0077;0,75;1,71;28/02/2003;28/02/2004
8627;0,0077;0,75;0,65;29/02/2004;27/02/2005
8627;0,0096;0,515;0,64;28/02/2005;27/02/2006
8627;0,0101;0,496;0,85;28/02/2006;31/07/2006
8763;0,0135;1,35;0,3;30/06/2001;29/06/2002
8763;0,0135;1,35;0,79;30/06/2002;29/06/2003
8763;0,0135;1,35;0,14;30/06/2003;29/06/2004
8763;0,0135;1,35;0,23;30/06/2004;31/01/2005
8788;0,026;-4,8;0,55;31/03/1999;30/03/2000
8788;0,026;-0,318;0,71;31/03/2000;30/03/2001
8788;0,026;-0,054;1,03;31/03/2001;30/03/2002
8788;0,026;0,079;1,02;31/03/2002;30/03/2003
8788;0,026;1,062;0,55;31/03/2003;30/03/2004
8788;0,026;-0,46;0,42;31/03/2004;30/03/2005
8788;0,026;0,875;0,43;31/03/2005;30/03/2006
8788;0,026;-0,979;0,62;31/03/2006;31/10/2006
8789;0,026;1;0,79;31/03/1999;30/03/2000
8789;0,0231;1,088;0,9;31/03/2000;30/03/2001
8789;0,0231;0,688;0,54;31/03/2001;30/03/2002
8789;0,026;-0,033;0,67;31/03/2002;30/03/2003
8789;0,0219;0,945;0,82;31/03/2003;30/03/2004
8789;0,026;0,213;0,82;31/03/2004;30/03/2005
8789;0,0236;0,976;0,72;31/03/2005;30/03/2006
8789;0,026;-0,905;0,48;31/03/2006;31/10/2006
8913;0,0137;0,55;0,82;31/10/1999;30/10/2000
8913;0,0183;0,65;1,23;31/10/2000;30/10/2001
8913;0,0172;0,649;1,22;31/10/2001;30/10/2002
8913;0,015;0,035;0,57;31/10/2002;30/10/2003
8913;0,015;0,067;0,38;31/10/2003;31/03/2004
8939;0,0175;0,348;0,8;30/09/2003;29/09/2004
8939;0,0175;0,54;0,54;30/09/2004;29/09/2005
8939;0,0176;0,556;1,24;30/09/2005;29/09/2006
8939;0,0175;0,567;0,23;30/09/2006;29/09/2007
8939;0,0176;0,503;0,28;30/09/2007;31/03/2008
8956;0,0224;0,574;0,28;30/11/1999;29/11/2000
8956;0,0225;0,67;0,68;30/11/2000;29/11/2001
8956;0,0225;0,534;0,5;30/11/2001;29/11/2002
8956;0,0225;0,4;0,34;30/11/2002;29/11/2003
8956;0,0225;0,3;0,6;30/11/2003;31/01/2005
9022;0,0082;-1,129;0,68;31/10/2001;30/10/2002
9022;0,008;-0,709;1,42;31/10/2002;30/10/2003
9022;0,008;-0,14;0,94;31/10/2003;29/10/2004
9030;0,00899;0,399;-99;31/10/1999;30/10/2000
9030;0,0089;0,4;0,9;31/10/2000;30/10/2001
9030;0,009;0,692;0,72;31/10/2001;30/10/2002
9030;0,0089;0,634;0,47;31/10/2002;30/10/2003
9030;0,0089;0,637;0,42;31/10/2003;30/10/2004
9030;0,0089;0,651;0,4;31/10/2004;31/05/2005
9068;0,0197;0,41;0,08;31/07/1999;30/07/2000
9068;0,0195;-0,326;0,31;31/07/2000;30/07/2001
9068;0,0175;0,672;0,03;31/07/2001;30/07/2002
9068;0,0193;0,553;0,11;31/07/2002;30/06/2003
9095;0,0044;0,21;0,29;30/11/1999;29/11/2000
9095;0,0042;0,21;0,32;30/11/2000;29/11/2001
9095;0,0042;0,21;0,13;30/11/2001;29/11/2002
9095;0,0033;0,21;0,3;30/11/2002;29/11/2003
9095;0,003;0,21;0,35;30/11/2003;29/11/2004
9095;0,0028;0,21;0,26;30/11/2004;29/11/2005
9095;0,0027;0,21;0,27;30/11/2005;29/11/2006
9095;0,0025;0,21;0,27;30/11/2006;31/03/2008
9353;0,0125;1,25;0,43;31/10/1999;30/10/2000
9353;0,0125;1,25;0,8;31/10/2000;30/10/2001
9353;0,0125;1,25;0,66;31/10/2001;30/08/2002
9397;0,0141;0,75;1,65;30/09/1999;29/09/2000
9397;0,0131;0,75;2,18;30/09/2000;29/09/2001
9397;0,014;0,75;2,28;30/09/2001;28/02/2003
9455;0,0109;0,667;1,17;31/12/1999;30/12/2000
9455;0,0107;0,665;1,82;31/12/2000;30/12/2001
9455;0,0131;0,694;1,52;31/12/2001;30/12/2002
9455;0,0138;0,723;1,39;31/12/2002;30/12/2003
9455;0,0147;0,745;1,24;31/12/2003;30/12/2004
9455;0,0133;0,748;1,07;31/12/2004;30/12/2005
9455;0,0138;0,758;1,2;31/12/2005;30/12/2006
9455;0,0141;0,768;1,03;31/12/2006;31/03/2008
9508;0,0113;0,171;1,68;31/08/1999;30/08/2000
9508;0,012;0,399;2,16;31/08/2000;30/08/2001
9508;0,01215;0,398;2,28;31/08/2001;30/08/2002
9508;0,012;0,046;1,86;31/08/2002;28/02/2003
9541;0,0165;-13,207;2,8;31/08/2003;30/08/2004
9541;0,0165;-4,817;2,37;31/08/2004;30/08/2005
9541;0,0164;-1,901;2,53;31/08/2005;30/08/2006
9541;0,0165;-0,965;2,32;31/08/2006;30/11/2006
9546;0,015;-1,057;1,47;31/08/2002;30/08/2003
9546;0,015;-0,102;1,59;31/08/2003;30/08/2004
9546;0,015;0,385;1,54;31/08/2004;30/08/2005
9546;0,015;0,393;1,23;31/08/2005;30/08/2006
9546;0,015;0,433;1,62;31/08/2006;31/03/2008
9559;0,0126;0,75;1,42;31/10/1999;30/10/2000
9559;0,0123;0,75;1,52;31/10/2000;30/08/2001
9559;0,0099;0,75;0,9;31/08/2001;30/08/2002
9559;0,0125;0,75;0,51;31/08/2002;30/08/2003
9559;0,0132;0,75;0,58;31/08/2003;30/08/2004
9559;0,0135;0,75;0,58;31/08/2004;29/04/2005
9620;0,0118;0,75;1,42;31/10/1999;30/10/2000
9620;0,012;0,75;1,5;31/10/2000;30/10/2001
9620;0,012;0,75;0,92;31/10/2001;30/10/2002
9620;0,01278;0,75;0,57;31/10/2002;30/10/2003
9620;0,0126;0,75;0,6;31/10/2003;30/10/2004
9620;0,0126;0,75;0,51;31/10/2004;30/10/2005
9620;0,0123;0,75;1,55;31/10/2005;30/10/2006
9620;0,0124;0,75;0,76;31/10/2006;28/02/2007
9782;0,012;0,01;0,21;30/11/2003;29/11/2004
9782;0,012;0,651;0,24;30/11/2004;29/11/2005
9782;0,0119;0,526;0,37;30/11/2005;29/11/2006
9782;0,012;0,515;0,23;30/11/2006;30/04/2007
9783;0,013;0,548;0,66;30/11/2002;29/11/2003
9783;0,013;0,583;0,6;30/11/2003;29/11/2004
9783;0,013;0,828;0,76;30/11/2004;29/11/2005
9783;0,0128;0,635;0,35;30/11/2005;29/11/2006
9783;0,0129;0,64;0,35;30/11/2006;30/04/2007
9922;0,05;0,315;6,06;30/09/2000;29/09/2001
9922;0,05;1,953;6,74;30/09/2001;29/09/2002
9922;0,05;1,435;4,69;30/09/2002;29/09/2003
9922;0,05;1,551;3,11;30/09/2003;29/09/2004
9922;0,05;2,225;3,9;30/09/2004;29/09/2005
9922;0,0276;-1,401;3,96;30/09/2005;29/09/2006
10017;0,0133;-0,234;0,38;31/10/2001;30/10/2002
10017;0,0139;0,775;1,31;31/10/2002;30/10/2003
10017;0,0165;0,735;2,48;31/10/2003;30/10/2004
10017;0,0165;0,759;2,82;31/10/2004;30/10/2005
10017;0,0164;0,773;2,23;31/10/2005;28/04/2006
10037;0,014;-2,401;3,24;31/10/2001;30/08/2002
10256;0,01;0,578;1,06;31/10/2001;30/10/2002
10256;0,01;0,579;1,51;31/10/2002;30/10/2003
10256;0,01;0,434;1,5;31/10/2003;29/10/2004
10270;0,0121;0,85;0,49;31/10/1999;30/10/2000
10270;0,0119;0,85;0,96;31/10/2000;30/10/2001
10270;0,0119;0,793;0,94;31/10/2001;30/10/2002
10270;0,0119;0,669;0,65;31/10/2002;30/10/2003
10270;0,0119;0,682;0,64;31/10/2003;30/01/2004
10271;0,0096;0,85;0,49;31/10/1999;30/10/2000
10271;0,0094;0,85;0,96;31/10/2000;30/10/2001
10271;0,0094;0,793;0,94;31/10/2001;30/10/2002
10271;0,0094;0,67;0,65;31/10/2002;30/10/2003
10271;0,0094;0,682;0,64;31/10/2003;30/10/2004
10271;0,0094;0,731;0,48;31/10/2004;30/10/2005
10271;0,0094;0,739;0,39;31/10/2005;30/10/2006
10271;0,0094;0,724;0,43;31/10/2006;31/03/2008
10276;0,0118;0,85;0,27;31/10/1999;30/10/2000
10276;0,0118;0,85;0,48;31/10/2000;30/10/2001
10276;0,0118;0,804;0,35;31/10/2001;30/10/2002
10276;0,0118;0,756;0,63;31/10/2002;30/10/2003
10276;0,0118;0,755;0,35;31/10/2003;30/01/2004
10313;0,0115;0,85;0,38;31/10/1999;30/10/2000
10313;0,0107;0,85;0,36;31/10/2000;30/10/2001
10313;0,0118;0,85;0,24;31/10/2001;30/08/2002
10321;0,014;0,75;0,38;31/12/1999;30/12/2000
10321;0,0141;0,75;0,65;31/12/2000;30/12/2001
10321;0,0149;0,75;0,52;31/12/2001;30/12/2002
10321;0,0158;0,75;0,43;31/12/2002;30/12/2003
10321;0,0155;0,75;0,38;31/12/2003;30/10/2004
10321;0,0155;0,75;0,41;31/10/2004;30/10/2005
10321;0,0188;0,577;1,59;31/10/2005;30/10/2006
10321;0,016;0,696;0,68;31/10/2006;31/03/2008
10355;0,016;-0,713;1,74;31/12/2001;31/01/2003
10414;0,0099;0,845;0,46;30/09/1999;29/09/2000
10414;0,0096;0,844;0,84;30/09/2000;29/09/2001
10414;0,0105;0,907;1,16;30/09/2001;29/09/2002
10414;0,0113;0,943;1,09;30/09/2002;29/09/2003
10414;0,011;0,945;1,02;30/09/2003;30/09/2004
10460;0,0067;0,626;0,55;30/06/1999;29/06/2000
10460;0,007;0,646;0,42;30/06/2000;29/06/2001
10460;0,007;0,673;0,45;30/06/2001;29/09/2002
10460;0,0076;0,712;1,05;30/09/2002;29/09/2003
10460;0,0078;0,69;0,91;30/09/2003;31/12/2003
10465;0,0071;0,626;0,41;30/06/1999;29/06/2000
10465;0,0075;0,684;0,31;30/06/2000;29/06/2001
10465;0,0075;0,714;0,38;30/06/2001;30/07/2002
10465;0,0077;0,72;0,39;31/07/2002;30/07/2003
10465;0,008;0,72;0,71;31/07/2003;30/07/2004
10465;0,0078;0,721;0,61;31/07/2004;30/07/2005
10465;0,0079;0,72;0,8;31/07/2005;30/06/2006
10500;0,0102;0,813;1,65;30/06/1999;29/06/2000
10500;0,0093;0,792;3,12;30/06/2000;29/06/2001
10500;0,0086;0,795;2,85;30/06/2001;29/09/2002
10500;0,0087;0,799;1,82;30/09/2002;30/05/2003
10551;0,0142;1;0,54;31/07/1999;30/07/2000
10551;0,015;0,998;1,38;31/07/2000;30/07/2001
10551;0,0131;0,99;0,98;31/07/2001;30/07/2002
10551;0,0122;0,947;0,67;31/07/2002;30/06/2003
10586;0,0114;0,885;0,35;30/09/1999;29/09/2000
10586;0,0118;0,896;1,19;30/09/2000;29/09/2001
10586;0,0127;0,882;1,6;30/09/2001;29/09/2002
10586;0,0132;0,848;1,33;30/09/2002;29/09/2003
10586;0,0148;0,85;1,25;30/09/2003;29/09/2004
10586;0,0129;0,755;0,84;30/09/2004;30/06/2005
10601;0,0139;0,928;0,82;30/09/1999;29/09/2000
10601;0,0165;0,95;0,77;30/09/2000;29/09/2001
10601;0,0147;0,95;1,41;30/09/2001;29/09/2002
10601;0,0159;0,913;3,88;30/09/2002;29/09/2003
10601;0,0177;0,9;2,5;30/09/2003;31/12/2003
10636;0,01;0,526;1,1;31/07/1999;30/07/2000
10636;0,0103;0,521;0,83;31/07/2000;30/07/2001
10636;0,0108;0,52;0,97;31/07/2001;30/07/2002
10636;0,0111;0,52;0,36;31/07/2002;30/05/2003
10645;0,013;-3,429;0,74;31/08/1999;30/08/2000
10645;0,013;-1,604;1,12;31/08/2000;30/08/2001
10645;0,013;-0,482;0,42;31/08/2001;30/08/2002
10645;0,013;0,002;0,34;31/08/2002;30/08/2003
10645;0,013;-0,257;0,25;31/08/2003;30/07/2004
10645;0,0118;-0,358;1,03;31/07/2004;31/03/2005
10659;0,0095;0,845;0,34;28/02/1999;28/02/2000
10659;0,0093;0,803;0,32;29/02/2000;27/02/2001
10659;0,0075;0,572;0,36;28/02/2001;27/02/2002
10659;0,0075;0,562;0,72;28/02/2002;27/02/2003
10659;0,0078;0,491;1,5;28/02/2003;30/07/2004
10659;0,0119;0,53;1,3;31/07/2004;30/07/2005
10659;0,0112;0,63;0,6;31/07/2005;30/07/2006
10659;0,0116;0,617;0,99;31/07/2006;31/03/2008
10675;0,0151;0,667;3,33;30/09/2001;29/09/2002
10675;0,0158;0,487;2,11;30/09/2002;29/09/2003
10675;0,0204;0,778;2,83;30/09/2003;31/12/2003
10682;0,0172;0,975;0,63;30/09/1999;29/09/2000
10682;0,0158;0,971;1,11;30/09/2000;29/09/2001
10682;0,0163;0,97;0,8;30/09/2001;29/09/2002
10682;0,0186;0,97;1,14;30/09/2002;29/09/2003
10682;0,0212;0,97;0,97;30/09/2003;29/09/2004
10682;0,0174;0,746;1,01;30/09/2004;29/04/2005
10683;0,0132;0,121;0,9;30/09/1999;29/09/2000
10683;0,0136;0,962;0,29;30/09/2000;29/09/2001
10683;0,0141;0,97;0,55;30/09/2001;29/09/2002
10683;0,0161;0,97;0,4;30/09/2002;30/05/2003
10700;0,0195;0,617;1,11;31/07/1999;30/07/2000
10700;0,019;0,543;1,53;31/07/2000;30/07/2001
10700;0,0198;0,547;2,23;31/07/2001;30/07/2002
10700;0,0212;0,583;1,79;31/07/2002;30/07/2003
10700;0,023;0,631;1,05;31/07/2003;30/07/2004
10700;0,0218;0,591;0,82;31/07/2004;30/06/2005
10846;0,0118;0,625;0,86;30/09/1999;29/09/2000
10846;0,0112;0,619;2,03;30/09/2000;29/09/2001
10846;0,0126;0,62;2,24;30/09/2001;29/09/2002
10846;0,0142;0,62;2,03;30/09/2002;29/09/2003
10846;0,0153;0,62;2,29;30/09/2003;29/09/2004
10846;0,0148;0,617;1,85;30/09/2004;29/09/2005
10846;0,0141;0,607;1,36;30/09/2005;31/08/2006
10857;0,008;0,649;0,17;31/03/2006;30/03/2007
10857;0,0079;0,703;0,11;31/03/2007;31/03/2008
10866;0,0105;0,779;0,06;31/03/2004;30/03/2005
10866;0,0105;0,684;0,19;31/03/2005;30/03/2006
10866;0,0106;0,741;0,46;31/03/2006;30/03/2007
10866;0,011;0,786;0,27;31/03/2007;31/03/2008
10867;0,0074;0,606;0,04;31/03/2004;30/03/2005
10867;0,0083;0,73;0,08;31/03/2005;30/03/2006
10867;0,0085;0,751;0,12;31/03/2006;30/03/2007
10867;0,0084;0,75;0,13;31/03/2007;31/03/2008
10885;0,007;0,606;0,37;31/03/1999;30/03/2000
10885;0,007;0,602;0,27;31/03/2000;30/03/2001
10885;0,007;0,629;0,3;31/03/2001;30/03/2002
10885;0,007;0,615;0,29;31/03/2002;30/03/2003
10885;0,0069;0,648;0,29;31/03/2003;30/03/2004
10885;0,007;0,608;0,28;31/03/2004;31/03/2005
10887;0,007;0,541;0,55;31/03/1999;30/03/2000
10887;0,008;0,651;0,45;31/03/2000;30/03/2001
10887;0,008;0,636;0,95;31/03/2001;30/03/2002
10887;0,008;0,664;0,24;31/03/2002;30/03/2003
10887;0,0076;0,524;0,28;31/03/2003;30/03/2004
10887;0,0074;0,557;0,13;31/03/2004;30/03/2005
10887;0,0089;0,704;0,28;31/03/2005;30/03/2006
10887;0,0088;0,797;0,23;31/03/2006;30/03/2007
10887;0,0087;0,788;0,25;31/03/2007;31/03/2008
10889;0,0071;0,583;0,22;31/03/1999;30/03/2000
10889;0,008;0,668;0,22;31/03/2000;30/03/2001
10889;0,008;0,655;0,46;31/03/2001;30/03/2002
10889;0,0078;0,524;0,43;31/03/2002;30/03/2003
10889;0,0079;0,503;0,61;31/03/2003;30/03/2004
10889;0,008;0,539;0,97;31/03/2004;31/01/2005
10901;0,0105;0,939;0,91;31/10/1999;30/10/2000
10901;0,0105;0,95;0,65;31/10/2000;30/10/2001
10901;0,011;0,95;0,79;31/10/2001;30/10/2002
10901;0,0116;0,95;0,48;31/10/2002;30/10/2003
10901;0,0118;0,95;0,66;31/10/2003;30/10/2004
10901;0,012;0,936;0,58;31/10/2004;28/02/2005
10913;0,0125;0,958;0,73;31/10/2000;30/10/2001
10913;0,0125;0,852;0,89;31/10/2001;30/10/2002
10913;0,0125;0,663;0,93;31/10/2002;30/10/2003
10913;0,0125;0,337;1;31/10/2003;30/10/2004
10913;0,0125;0,113;0,27;31/10/2004;28/02/2005
10959;0,013;0,8;0,92;30/06/2000;29/06/2001
10959;0,013;0,813;1,47;30/06/2001;29/06/2002
10959;0,013;0,786;0,68;30/06/2002;29/06/2003
10959;0,013;0,808;0,99;30/06/2003;29/06/2004
10959;0,013;1,027;1,06;30/06/2004;30/06/2005
10968;0,0108;0,617;0,62;30/11/1999;29/11/2000
10968;0,0108;0,753;0,7;30/11/2000;29/11/2001
10968;0,0108;0,629;0,72;30/11/2001;28/02/2002
10973;0,0177;1,781;0,03;31/12/1999;30/12/2000
10973;0,0196;1,968;0,04;31/12/2000;30/12/2001
10973;0,02;2;0,03;31/12/2001;29/11/2002
10974;0,0138;0,692;1,21;31/10/1999;30/10/2000
10974;0,0138;0,524;0,99;31/10/2000;30/10/2001
10974;0,0138;0,755;0,95;31/10/2001;30/10/2002
10974;0,0138;0,507;0,43;31/10/2002;30/10/2003
10974;0,0171;0,885;0,5;31/10/2003;30/04/2004
10975;0,0148;0,754;1,27;31/10/1999;30/10/2000
10975;0,015;0,456;0,95;31/10/2000;30/10/2001
10975;0,015;0,717;0,55;31/10/2001;30/10/2002
10975;0,015;0,58;0,39;31/10/2002;30/10/2003
10975;0,0167;0,879;0,22;31/10/2003;30/04/2004
11031;0,0206;0,734;0,83;31/10/1999;30/10/2000
11031;0,021;0,825;2,19;31/10/2000;30/10/2001
11031;0,0222;0,805;1,48;31/10/2001;30/04/2002
11059;0,012;0,537;0,36;31/10/1999;30/10/2000
11059;0,0125;0,823;1,73;31/10/2000;30/10/2001
11059;0,0137;0,825;2,21;31/10/2001;30/10/2002
11059;0,0146;0,824;2,33;31/10/2002;30/10/2003
11059;0,0156;0,825;1,26;31/10/2003;30/10/2004
11059;0,0144;0,826;1,03;31/10/2004;30/10/2005
11059;0,0145;0,824;1,28;31/10/2005;30/10/2006
11059;0,0155;0,85;1,66;31/10/2006;31/05/2007
11062;0,0176;0,666;0,99;31/10/1999;30/10/2000
11062;0,0158;1,055;0,97;31/10/2000;30/10/2001
11062;0,0173;0,929;1,24;31/10/2001;30/04/2002
12235;0,0093;0,88;0,05;31/12/2000;30/07/2001
12235;0,0094;0,874;0,08;31/07/2001;28/06/2002
12274;0,014;0,8;1,24;31/10/1999;30/10/2000
12274;0,0157;0,844;1,3;31/10/2000;30/10/2001
12274;0,0169;0,812;0,56;31/10/2001;28/06/2002
12276;0,0095;0,894;0,25;30/04/1999;29/04/2000
12276;0,0101;0,99;0,17;30/04/2000;29/04/2001
12276;0,0105;1,005;0,27;30/04/2001;29/04/2002
12276;0,0105;1,003;0,24;30/04/2002;29/04/2003
12276;0,0129;1,136;0,18;30/04/2003;29/04/2004
12276;0,0153;1,321;0,26;30/04/2004;30/11/2004
12359;0,018;0,721;0,57;30/09/1999;29/09/2000
12359;0,018;0,724;0,47;30/09/2000;29/09/2001
12359;0,018;0,72;0,77;30/09/2001;28/02/2003
12380;0,0114;0,796;1,1;30/09/1999;29/09/2000
12380;0,0114;0,809;2,3;30/09/2000;29/09/2001
12380;0,0115;0,813;2,65;30/09/2001;29/09/2002
12380;0,0123;0,946;2,86;30/09/2002;28/02/2003
12432;0,0114;0,741;0,94;30/09/1999;29/09/2000
12432;0,0115;0,785;2,17;30/09/2000;29/09/2001
12432;0,0115;0,773;2,64;30/09/2001;29/09/2002
12432;0,012;0,926;2,66;30/09/2002;28/02/2003
12523;0,0117;0,845;0,62;31/10/1999;30/10/2000
12523;0,0119;0,851;0,89;31/10/2000;29/09/2001
12523;0,0119;0,846;0,51;30/09/2001;30/04/2002
12532;0,013;0,86;0,11;30/11/1999;30/10/2000
12532;0,0136;0,86;0,07;31/10/2000;29/09/2001
12532;0,0122;0,868;0,04;30/09/2001;30/04/2002
12586;0,008;0,7;0,21;30/06/1999;29/06/2000
12586;0,0087;0,774;0,28;30/06/2000;29/06/2001
12586;0,0097;0,85;0,26;30/06/2001;29/06/2002
12586;0,0094;0,85;0,38;30/06/2002;29/06/2003
12586;0,0098;0,85;0,22;30/06/2003;29/06/2004
12586;0,0101;0,85;0,18;30/06/2004;29/06/2005
12586;0,0099;0,809;0,24;30/06/2005;30/06/2006
12596;0,0129;0,901;0,47;30/06/1999;29/06/2000
12596;0,0119;0,985;2,86;30/06/2000;29/06/2001
12596;0,0127;1,05;1,3;30/06/2001;29/06/2002
12596;0,0146;1,05;1,37;30/06/2002;29/06/2003
12596;0,0126;1,049;0,67;30/06/2003;29/06/2004
12596;0,0125;1,032;0,71;30/06/2004;29/06/2005
12596;0,0128;1,001;0,83;30/06/2005;30/06/2006
12667;0,0175;0,601;0,57;30/09/1999;29/09/2000
12667;0,0152;0,75;1,78;30/09/2000;29/09/2001
12667;0,0175;0,75;2,4;30/09/2001;29/09/2002
12667;0,0183;0,75;1,5;30/09/2002;29/09/2003
12667;0,0199;0,75;0,49;30/09/2003;29/09/2004
12667;0,0185;0,75;0,39;30/09/2004;29/09/2005
12667;0,0179;0,75;0,6;30/09/2005;29/09/2006
12667;0,018;0,75;0,76;30/09/2006;31/03/2008
12720;0,0105;0,852;0,28;30/11/1999;29/11/2000
12720;0,0109;0,893;0,18;30/11/2000;29/11/2001
12720;0,0135;0,897;0,12;30/11/2001;31/07/2002
12732;0,0135;-5,169;0,71;30/09/1999;29/09/2000
12732;0,0105;-2,28;0,88;30/09/2000;29/09/2001
12732;0,0085;-3,255;0,71;30/09/2001;30/12/2002
12732;0,0085;0;0,76;31/12/2002;30/12/2003
12732;0,0085;0,038;1,43;31/12/2003;28/02/2005
12737;0,0235;0;0,76;31/12/2002;30/09/2003
12767;0,0144;1;0,65;31/08/1999;30/08/2000
12767;0,0145;1;1,12;31/08/2000;30/08/2001
12767;0,0146;1;1,47;31/08/2001;31/01/2002
12823;0,019;0,129;0,61;31/03/2002;30/03/2003
12823;0,0165;0,596;0,67;31/03/2003;30/03/2004
12823;0,0145;0,825;0,6;31/03/2004;30/03/2005
12823;0,0145;0,656;0,57;31/03/2005;30/03/2006
12823;0,0145;0,003;0,85;31/03/2006;29/09/2006
12824;0,015;-22,796;0,24;30/06/2001;29/06/2002
12824;0,015;-6,034;0,34;30/06/2002;31/01/2003
12825;0,0165;0,826;0,33;31/05/2001;30/05/2002
12825;0,0165;0,815;0,57;31/05/2002;30/05/2003
12825;0,0165;0,57;0,34;31/05/2003;30/05/2004
12825;0,0165;0,756;0,45;31/05/2004;30/05/2005
12825;0,0165;0,628;0,42;31/05/2005;30/05/2006
12825;0,0134;0,206;0,99;31/05/2006;30/03/2007
12847;0,0145;0,696;0,41;31/03/1999;30/03/2000
12847;0,0145;0,705;0,2;31/03/2000;30/03/2001
12847;0,0157;0,813;0,18;31/03/2001;30/03/2002
12847;0,0163;0,9;0,28;31/03/2002;30/03/2003
12847;0,0168;0,907;0,25;31/03/2003;30/03/2004
12847;0,0154;0,75;0,36;31/03/2004;30/03/2005
12847;0,0156;0,76;0,21;31/03/2005;30/03/2006
12847;0,0174;0,73;0,15;31/03/2006;28/02/2007
13051;0,0123;0,507;0,94;30/04/2000;29/04/2001
13051;0,0125;0,65;1,06;30/04/2001;29/04/2002
13051;0,0142;0,657;1,28;30/04/2002;30/05/2003
13062;0,0125;0,489;0,36;30/04/1999;29/04/2000
13062;0,0123;0,594;0,63;30/04/2000;29/04/2001
13062;0,0124;0,608;0,74;30/04/2001;29/04/2002
13062;0,0138;0,675;0,55;30/04/2002;29/04/2003
13062;0,0151;0,733;0,48;30/04/2003;29/04/2004
13062;0,0141;0,736;0,56;30/04/2004;29/04/2005
13062;0,0122;0,583;0,28;30/04/2005;29/04/2006
13062;0,0099;0,391;0,29;30/04/2006;31/05/2007
13200;0,014;-2,5;0,61;31/10/2002;30/10/2003
13200;0,014;0,257;0,55;31/10/2003;31/01/2005
13202;0,012;0,008;0,05;31/10/2001;30/10/2002
13202;0,012;0,647;0,59;31/10/2002;30/10/2003
13202;0,012;0,196;0,79;31/10/2003;31/01/2005
13204;0,0124;0,473;-99;30/06/2000;29/06/2001
13204;0,0126;0,503;0,34;30/06/2001;28/03/2002
13206;0,009;0,28;0,38;30/06/1999;29/06/2000
13206;0,009;0,441;0,64;30/06/2000;29/06/2001
13206;0,009;0,515;0,81;30/06/2001;29/06/2002
13206;0,009;0,53;0,64;30/06/2002;29/06/2003
13206;0,009;0,433;0,44;30/06/2003;31/12/2003
13208;0,008;-1,28;1,06;30/06/1999;29/06/2000
13208;0,008;0,143;2,13;30/06/2000;29/06/2001
13208;0,008;0,368;2,19;30/06/2001;29/06/2002
13208;0,008;0,301;1,86;30/06/2002;29/06/2003
13208;0,008;0,176;0,93;30/06/2003;30/09/2003
13306;0,009;0,334;0,17;30/09/1999;29/09/2000
13306;0,0097;0,675;0,35;30/09/2000;29/09/2001
13306;0,0102;0,8;-99;30/09/2001;29/09/2002
13306;0,0105;0,665;0,36;30/09/2002;30/09/2003
13322;0,0138;0,522;0,48;30/09/1999;29/09/2000
13322;0,0115;0,497;0,47;30/09/2000;29/09/2001
