KYCRSP_FUNDNO;FRONT_LOAD;FRONT_GROUP_NO;FFLBEGDT;FFLENDDT
9541;0,035;47526;28/06/2002;30/11/2006
9541;0,025;47526;28/06/2002;30/11/2006
9541;0,02;47526;28/06/2002;30/11/2006
9541;0;47526;28/06/2002;30/11/2006
9546;0,0575;47528;29/04/2004;31/03/2008
9546;0,045;47528;29/04/2004;31/03/2008
9546;0,035;47528;29/04/2004;31/03/2008
9546;0,025;47528;29/04/2004;31/03/2008
9546;0,02;47528;29/04/2004;31/03/2008
9546;0;47528;29/04/2004;31/03/2008
9620;0,0575;47555;01/12/1996;28/02/2007
9620;0,045;47555;01/12/1996;28/02/2007
9620;0,035;47555;01/12/1996;28/02/2007
9620;0,025;47555;01/12/1996;28/02/2007
9620;0,02;47555;01/12/1996;28/02/2007
9620;0;47555;01/12/1996;28/02/2007
9922;0,0575;47711;19/10/1999;29/09/2006
9922;0,0475;47711;19/10/1999;29/09/2006
9922;0,0375;47711;19/10/1999;29/09/2006
9922;0,0275;47711;19/10/1999;29/09/2006
9922;0,01;47711;19/10/1999;29/09/2006
10017;0,0575;47760;01/03/2001;28/04/2006
10017;0,0475;47760;01/03/2001;28/04/2006
10017;0,0375;47760;01/03/2001;28/04/2006
10017;0,03;47760;01/03/2001;28/04/2006
10017;0,02;47760;01/03/2001;28/04/2006
10017;0;47760;01/03/2001;28/04/2006
10037;0,0575;47763;29/06/2000;30/08/2002
10037;0,0475;47763;29/06/2000;30/08/2002
10037;0,0375;47763;29/06/2000;30/08/2002
10037;0,03;47763;29/06/2000;30/08/2002
10037;0,02;47763;29/06/2000;30/08/2002
10037;0;47763;29/06/2000;30/08/2002
10321;0,0475;47914;29/11/2002;31/03/2008
10321;0,0375;47914;29/11/2002;31/03/2008
10321;0,025;47914;29/11/2002;31/03/2008
10321;0,02;47914;29/11/2002;31/03/2008
10321;0;47914;29/11/2002;31/03/2008
10355;0,0475;47928;31/10/2000;31/01/2003
10355;0,0375;47928;31/10/2000;31/01/2003
10355;0,025;47928;31/10/2000;31/01/2003
10355;0,02;47928;31/10/2000;31/01/2003
10355;0;47928;31/10/2000;31/01/2003
10601;0,0575;48056;30/05/1995;26/07/2000
10601;0,0475;48056;30/05/1995;26/07/2000
10601;0,0375;48056;30/05/1995;26/07/2000
10601;0,03;48056;30/05/1995;26/07/2000
10601;0,02;48056;30/05/1995;26/07/2000
10601;0;48056;30/05/1995;26/07/2000
10601;0,0475;48057;27/07/2000;14/05/2001
10601;0,045;48057;27/07/2000;14/05/2001
10601;0,0375;48057;27/07/2000;14/05/2001
10601;0,025;48057;27/07/2000;14/05/2001
10601;0,02;48057;27/07/2000;14/05/2001
10601;0;48057;27/07/2000;14/05/2001
10601;0,0575;48058;15/05/2001;31/12/2003
10601;0,045;48058;15/05/2001;31/12/2003
10601;0,0375;48058;15/05/2001;31/12/2003
10601;0,025;48058;15/05/2001;31/12/2003
10601;0,02;48058;15/05/2001;31/12/2003
10601;0;48058;15/05/2001;31/12/2003
10636;0,0475;48086;01/01/1996;14/05/2001
10636;0,045;48086;01/01/1996;14/05/2001
10636;0,0375;48086;01/01/1996;14/05/2001
10636;0,025;48086;01/01/1996;14/05/2001
10636;0,02;48086;01/01/1996;14/05/2001
10636;0;48086;01/01/1996;14/05/2001
10636;0,0575;48087;15/05/2001;30/05/2003
10636;0,045;48087;15/05/2001;30/05/2003
10636;0,0375;48087;15/05/2001;30/05/2003
10636;0,025;48087;15/05/2001;30/05/2003
10636;0,02;48087;15/05/2001;30/05/2003
10636;0;48087;15/05/2001;30/05/2003
10659;0,0575;48101;06/11/2002;31/03/2008
10659;0,045;48101;06/11/2002;31/03/2008
10659;0,0375;48101;06/11/2002;31/03/2008
10659;0,025;48101;06/11/2002;31/03/2008
10659;0,02;48101;06/11/2002;31/03/2008
10659;0;48101;06/11/2002;31/03/2008
10675;0,0475;48108;31/01/2001;14/05/2001
10675;0,045;48108;31/01/2001;14/05/2001
10675;0,0375;48108;31/01/2001;14/05/2001
10675;0,025;48108;31/01/2001;14/05/2001
10675;0,02;48108;31/01/2001;14/05/2001
10675;0;48108;31/01/2001;14/05/2001
10675;0,0575;48109;15/05/2001;31/12/2003
10675;0,045;48109;15/05/2001;31/12/2003
10675;0,0375;48109;15/05/2001;31/12/2003
10675;0,025;48109;15/05/2001;31/12/2003
10675;0,02;48109;15/05/2001;31/12/2003
10675;0;48109;15/05/2001;31/12/2003
10682;0,0475;48112;31/12/1998;14/05/2001
10682;0,045;48112;31/12/1998;14/05/2001
10682;0,0375;48112;31/12/1998;14/05/2001
10682;0,025;48112;31/12/1998;14/05/2001
10682;0,02;48112;31/12/1998;14/05/2001
10682;0;48112;31/12/1998;14/05/2001
10682;0,0575;48113;15/05/2001;29/04/2005
10682;0,045;48113;15/05/2001;29/04/2005
10682;0,0375;48113;15/05/2001;29/04/2005
10682;0,025;48113;15/05/2001;29/04/2005
10682;0,02;48113;15/05/2001;29/04/2005
10682;0;48113;15/05/2001;29/04/2005
10846;0,0475;48242;01/01/1996;14/05/2001
10846;0,045;48242;01/01/1996;14/05/2001
10846;0,0375;48242;01/01/1996;14/05/2001
10846;0,025;48242;01/01/1996;14/05/2001
10846;0,02;48242;01/01/1996;14/05/2001
10846;0;48242;01/01/1996;14/05/2001
10846;0,0575;48243;15/05/2001;31/08/2006
10846;0,045;48243;15/05/2001;31/08/2006
10846;0,0375;48243;15/05/2001;31/08/2006
10846;0,025;48243;15/05/2001;31/08/2006
10846;0,02;48243;15/05/2001;31/08/2006
10846;0;48243;15/05/2001;31/08/2006
11059;0,055;48395;29/12/1998;31/05/2007
11059;0,045;48395;29/12/1998;31/05/2007
11059;0,0375;48395;29/12/1998;31/05/2007
11059;0,025;48395;29/12/1998;31/05/2007
11059;0,02;48395;29/12/1998;31/05/2007
11059;0;48395;29/12/1998;31/05/2007
11062;0,055;48396;25/11/1996;30/04/2002
11062;0,045;48396;25/11/1996;30/04/2002
11062;0,0375;48396;25/11/1996;30/04/2002
11062;0,025;48396;25/11/1996;30/04/2002
11062;0,02;48396;25/11/1996;30/04/2002
11062;0;48396;25/11/1996;30/04/2002
12380;0,0525;49250;01/02/1999;01/07/2001
12380;0,0425;49250;01/02/1999;01/07/2001
12380;0,0325;49250;01/02/1999;01/07/2001
12380;0,0225;49250;01/02/1999;01/07/2001
12380;0,0175;49250;01/02/1999;01/07/2001
12380;0;49250;01/02/1999;01/07/2001
12380;0,055;49251;02/07/2001;28/02/2003
12380;0,045;49251;02/07/2001;28/02/2003
12380;0,035;49251;02/07/2001;28/02/2003
12380;0,025;49251;02/07/2001;28/02/2003
12380;0,02;49251;02/07/2001;28/02/2003
12380;0;49251;02/07/2001;28/02/2003
12432;0,0525;49286;01/02/1999;01/07/2001
12432;0,0425;49286;01/02/1999;01/07/2001
12432;0,0325;49286;01/02/1999;01/07/2001
12432;0,0225;49286;01/02/1999;01/07/2001
12432;0,0175;49286;01/02/1999;01/07/2001
12432;0;49286;01/02/1999;01/07/2001
12432;0,055;49287;02/07/2001;28/02/2003
12432;0,045;49287;02/07/2001;28/02/2003
12432;0,035;49287;02/07/2001;28/02/2003
12432;0,025;49287;02/07/2001;28/02/2003
12432;0,02;49287;02/07/2001;28/02/2003
12432;0;49287;02/07/2001;28/02/2003
12523;0,045;49387;01/01/1999;29/02/2000
12523;0,0375;49387;01/01/1999;29/02/2000
12523;0,025;49387;01/01/1999;29/02/2000
12523;0,02;49387;01/01/1999;29/02/2000
12523;0,01;49387;01/01/1999;29/02/2000
12523;0,0025;49387;01/01/1999;29/02/2000
12523;0,055;49388;01/03/2000;01/07/2001
12523;0,045;49388;01/03/2000;01/07/2001
12523;0,035;49388;01/03/2000;01/07/2001
12523;0,025;49388;01/03/2000;01/07/2001
12523;0,02;49388;01/03/2000;01/07/2001
12523;0,005;49388;01/03/2000;01/07/2001
12523;0,055;49389;02/07/2001;30/04/2002
12523;0,045;49389;02/07/2001;30/04/2002
12523;0,035;49389;02/07/2001;30/04/2002
12523;0,025;49389;02/07/2001;30/04/2002
12523;0,02;49389;02/07/2001;30/04/2002
12523;0;49389;02/07/2001;30/04/2002
12532;0,045;49396;31/01/1993;30/03/2000
12532;0,0375;49396;31/01/1993;30/03/2000
12532;0,025;49396;31/01/1993;30/03/2000
12532;0,02;49396;31/01/1993;30/03/2000
12532;0,01;49396;31/01/1993;30/03/2000
12532;0,0025;49396;31/01/1993;30/03/2000
12532;0,055;49397;31/03/2000;01/07/2001
12532;0,045;49397;31/03/2000;01/07/2001
12532;0,035;49397;31/03/2000;01/07/2001
12532;0,025;49397;31/03/2000;01/07/2001
12532;0,02;49397;31/03/2000;01/07/2001
12532;0,005;49397;31/03/2000;01/07/2001
12532;0,055;49398;02/07/2001;30/04/2002
12532;0,045;49398;02/07/2001;30/04/2002
12532;0,035;49398;02/07/2001;30/04/2002
12532;0,025;49398;02/07/2001;30/04/2002
12532;0,02;49398;02/07/2001;30/04/2002
12532;0;49398;02/07/2001;30/04/2002
12667;0,0625;49536;22/03/1999;16/06/2002
12667;0,0575;49536;22/03/1999;16/06/2002
12667;0,055;49536;22/03/1999;16/06/2002
12667;0,045;49536;22/03/1999;16/06/2002
12667;0,035;49536;22/03/1999;16/06/2002
12667;0,025;49536;22/03/1999;16/06/2002
12667;0;49536;22/03/1999;16/06/2002
12667;0,0575;49537;17/06/2002;31/03/2008
12667;0,045;49537;17/06/2002;31/03/2008
12667;0,035;49537;17/06/2002;31/03/2008
12667;0,025;49537;17/06/2002;31/03/2008
12667;0;49537;17/06/2002;31/03/2008
12720;0,045;49563;13/09/1994;30/10/2001
12720;0,0375;49563;13/09/1994;30/10/2001
12720;0,025;49563;13/09/1994;30/10/2001
12720;0,02;49563;13/09/1994;30/10/2001
12720;0,01;49563;13/09/1994;30/10/2001
12720;0;49563;13/09/1994;30/10/2001
12720;0,055;49564;31/10/2001;31/07/2002
12720;0,045;49564;31/10/2001;31/07/2002
12720;0,0375;49564;31/10/2001;31/07/2002
12720;0,025;49564;31/10/2001;31/07/2002
12720;0,02;49564;31/10/2001;31/07/2002
12720;0;49564;31/10/2001;31/07/2002
12767;0,0475;49575;02/01/1996;31/01/2002
12767;0,035;49575;02/01/1996;31/01/2002
12767;0,025;49575;02/01/1996;31/01/2002
12767;0,02;49575;02/01/1996;31/01/2002
12767;0;49575;02/01/1996;31/01/2002
12847;0,04;49601;01/08/1996;07/11/2001
12847;0,035;49601;01/08/1996;07/11/2001
12847;0,03;49601;01/08/1996;07/11/2001
12847;0,025;49601;01/08/1996;07/11/2001
12847;0,02;49601;01/08/1996;07/11/2001
12847;0,015;49601;01/08/1996;07/11/2001
12847;0,005;49601;01/08/1996;07/11/2001
12847;0,04;49602;08/11/2001;12/03/2002
12847;0,035;49602;08/11/2001;12/03/2002
12847;0,03;49602;08/11/2001;12/03/2002
12847;0,025;49602;08/11/2001;12/03/2002
12847;0,02;49602;08/11/2001;12/03/2002
12847;0;49602;08/11/2001;12/03/2002
12847;0;49603;13/03/2002;28/02/2007
13051;0,0575;49823;07/06/1999;30/05/2003
13051;0,045;49823;07/06/1999;30/05/2003
13051;0,035;49823;07/06/1999;30/05/2003
13051;0,025;49823;07/06/1999;30/05/2003
13051;0,02;49823;07/06/1999;30/05/2003
13051;0;49823;07/06/1999;30/05/2003
13062;0,0575;49836;01/09/1998;31/05/2007
13062;0,045;49836;01/09/1998;31/05/2007
13062;0,035;49836;01/09/1998;31/05/2007
13062;0,025;49836;01/09/1998;31/05/2007
13062;0,02;49836;01/09/1998;31/05/2007
13062;0;49836;01/09/1998;31/05/2007
13322;0,0575;50050;26/09/1997;30/09/2003
13322;0,0425;50050;26/09/1997;30/09/2003
13322;0,0325;50050;26/09/1997;30/09/2003
13322;0,025;50050;26/09/1997;30/09/2003
13322;0,02;50050;26/09/1997;30/09/2003
13322;0;50050;26/09/1997;30/09/2003
13355;0,0575;50056;28/04/2000;28/05/2004
13355;0,0425;50056;28/04/2000;28/05/2004
13355;0,0325;50056;28/04/2000;28/05/2004
13355;0,025;50056;28/04/2000;28/05/2004
13355;0,02;50056;28/04/2000;28/05/2004
13355;0;50056;28/04/2000;28/05/2004
13366;0,0575;50058;28/04/2000;30/09/2003
13366;0,0425;50058;28/04/2000;30/09/2003
13366;0,0325;50058;28/04/2000;30/09/2003
13366;0,025;50058;28/04/2000;30/09/2003
13366;0,02;50058;28/04/2000;30/09/2003
13366;0;50058;28/04/2000;30/09/2003
13418;0;57377;07/04/2000;31/03/2008
13441;0,005;50121;01/06/1999;31/03/2008
13539;0,0375;50171;31/10/1998;31/12/2000
13539;0,035;50171;31/10/1998;31/12/2000
13539;0,03;50171;31/10/1998;31/12/2000
13539;0,025;50171;31/10/1998;31/12/2000
13539;0;50171;31/10/1998;31/12/2000
13539;0,0575;50172;01/01/2001;31/10/2002
13539;0,045;50172;01/01/2001;31/10/2002
13539;0,035;50172;01/01/2001;31/10/2002
13539;0,025;50172;01/01/2001;31/10/2002
13539;0,02;50172;01/01/2001;31/10/2002
13539;0;50172;01/01/2001;31/10/2002
13558;0,05;50190;30/04/1996;29/01/2002
13558;0,04;50190;30/04/1996;29/01/2002
13558;0,03;50190;30/04/1996;29/01/2002
13558;0,02;50190;30/04/1996;29/01/2002
13558;0,01;50190;30/04/1996;29/01/2002
13558;0;50190;30/04/1996;29/01/2002
13558;0,055;50191;30/01/2002;28/02/2006
13558;0,045;50191;30/01/2002;28/02/2006
13558;0,035;50191;30/01/2002;28/02/2006
13558;0,025;50191;30/01/2002;28/02/2006
13558;0,02;50191;30/01/2002;28/02/2006
13558;0;50191;30/01/2002;28/02/2006
13580;0,05;50215;12/05/1995;29/01/2002
13580;0,04;50215;12/05/1995;29/01/2002
13580;0,03;50215;12/05/1995;29/01/2002
13580;0,02;50215;12/05/1995;29/01/2002
13580;0,01;50215;12/05/1995;29/01/2002
13580;0,055;50216;30/01/2002;29/09/2006
13580;0,045;50216;30/01/2002;29/09/2006
13580;0,035;50216;30/01/2002;29/09/2006
13580;0,025;50216;30/01/2002;29/09/2006
13580;0,02;50216;30/01/2002;29/09/2006
13580;0;50216;30/01/2002;29/09/2006
13617;0,0575;50244;29/07/1999;17/08/2003
13617;0,0375;50244;29/07/1999;17/08/2003
13617;0,025;50244;29/07/1999;17/08/2003
13617;0,02;50244;29/07/1999;17/08/2003
13617;0;50244;29/07/1999;17/08/2003
13617;0,0575;50245;18/08/2003;30/12/2005
13617;0,0475;50245;18/08/2003;30/12/2005
13617;0,035;50245;18/08/2003;30/12/2005
13617;0,025;50245;18/08/2003;30/12/2005
13617;0,02;50245;18/08/2003;30/12/2005
13617;0;50245;18/08/2003;30/12/2005
13633;0,0575;50255;02/11/1998;28/02/2003
13633;0,045;50255;02/11/1998;28/02/2003
13633;0,035;50255;02/11/1998;28/02/2003
13633;0,025;50255;02/11/1998;28/02/2003
13633;0,02;50255;02/11/1998;28/02/2003
13633;0,005;50255;02/11/1998;28/02/2003
13633;0,0025;50255;02/11/1998;28/02/2003
13633;0,0575;50256;01/03/2003;31/12/2003
13633;0,0475;50256;01/03/2003;31/12/2003
13633;0,035;50256;01/03/2003;31/12/2003
13633;0,025;50256;01/03/2003;31/12/2003
13633;0,02;50256;01/03/2003;31/12/2003
13633;0;50256;01/03/2003;31/12/2003
13713;0,0575;50270;31/03/2003;30/09/2004
13713;0,045;50270;31/03/2003;30/09/2004
13713;0,035;50270;31/03/2003;30/09/2004
13713;0,026;50270;31/03/2003;30/09/2004
13713;0,02;50270;31/03/2003;30/09/2004
13713;0;50270;31/03/2003;30/09/2004
13714;0,0575;50271;20/06/1997;30/09/2004
13714;0,045;50271;20/06/1997;30/09/2004
13714;0,035;50271;20/06/1997;30/09/2004
13714;0,026;50271;20/06/1997;30/09/2004
13714;0,02;50271;20/06/1997;30/09/2004
13714;0;50271;20/06/1997;30/09/2004
14023;0,0525;50330;01/12/1998;28/02/2006
14023;0,045;50330;01/12/1998;28/02/2006
14023;0,035;50330;01/12/1998;28/02/2006
14023;0,025;50330;01/12/1998;28/02/2006
14023;0,02;50330;01/12/1998;28/02/2006
14023;0,01;50330;01/12/1998;28/02/2006
14025;0,0525;50332;29/12/2000;28/02/2006
14025;0,045;50332;29/12/2000;28/02/2006
14025;0,035;50332;29/12/2000;28/02/2006
14025;0,025;50332;29/12/2000;28/02/2006
14025;0,02;50332;29/12/2000;28/02/2006
14025;0,01;50332;29/12/2000;28/02/2006
14140;0,05;50349;01/08/1992;31/01/2002
14140;0,045;50349;01/08/1992;31/01/2002
14140;0,0375;50349;01/08/1992;31/01/2002
14140;0,025;50349;01/08/1992;31/01/2002
14140;0,02;50349;01/08/1992;31/01/2002
14140;0,01;50349;01/08/1992;31/01/2002
14175;0;50363;01/12/1997;30/06/2006
14183;0;50373;01/10/1997;28/02/2007
14185;0;50375;01/10/1997;28/02/2007
14195;0;50379;01/10/1997;28/02/2007
14215;0,05;50386;19/09/2005;31/03/2008
14215;0,045;50386;19/09/2005;31/03/2008
14215;0,035;50386;19/09/2005;31/03/2008
14215;0,025;50386;19/09/2005;31/03/2008
14215;0,02;50386;19/09/2005;31/03/2008
14215;0;50386;19/09/2005;31/03/2008
14219;0,05;50387;19/09/2005;31/03/2008
14219;0,045;50387;19/09/2005;31/03/2008
14219;0,035;50387;19/09/2005;31/03/2008
14219;0,025;50387;19/09/2005;31/03/2008
14219;0,02;50387;19/09/2005;31/03/2008
14219;0;50387;19/09/2005;31/03/2008
14261;0,05;50422;01/02/1993;29/04/2005
14261;0,045;50422;01/02/1993;29/04/2005
14261;0,035;50422;01/02/1993;29/04/2005
14261;0,025;50422;01/02/1993;29/04/2005
14261;0,02;50422;01/02/1993;29/04/2005
14261;0;50422;01/02/1993;29/04/2005
14267;0,05;50424;01/11/1993;31/03/2008
14267;0,045;50424;01/11/1993;31/03/2008
14267;0,035;50424;01/11/1993;31/03/2008
14267;0,025;50424;01/11/1993;31/03/2008
14267;0,02;50424;01/11/1993;31/03/2008
14267;0;50424;01/11/1993;31/03/2008
14295;0,05;50438;02/10/1999;31/05/2002
14295;0,045;50438;02/10/1999;31/05/2002
14295;0,035;50438;02/10/1999;31/05/2002
14295;0,025;50438;02/10/1999;31/05/2002
14295;0,02;50438;02/10/1999;31/05/2002
14295;0;50438;02/10/1999;31/05/2002
14629;0;50523;01/12/1997;30/06/2006
14644;0;50525;01/12/1997;30/06/2006
15133;0,0475;50698;01/03/1997;30/12/2005
15133;0,0425;50698;01/03/1997;30/12/2005
15133;0,0375;50698;01/03/1997;30/12/2005
15133;0,0325;50698;01/03/1997;30/12/2005
15133;0,025;50698;01/03/1997;30/12/2005
15133;0,015;50698;01/03/1997;30/12/2005
15133;0;50698;01/03/1997;30/12/2005
15145;0,0475;50700;01/03/1997;30/12/2005
15145;0,0425;50700;01/03/1997;30/12/2005
15145;0,0375;50700;01/03/1997;30/12/2005
15145;0,0325;50700;01/03/1997;30/12/2005
15145;0,025;50700;01/03/1997;30/12/2005
15145;0,015;50700;01/03/1997;30/12/2005
15145;0;50700;01/03/1997;30/12/2005
15305;0,02;50757;31/07/1999;31/03/2006
15305;0;50757;31/07/1999;31/03/2006
15306;0,02;50758;02/08/1999;31/03/2005
15306;0;50758;02/08/1999;31/03/2005
15509;0,0575;50834;26/07/2000;28/11/2003
15509;0,045;50834;26/07/2000;28/11/2003
15509;0,035;50834;26/07/2000;28/11/2003
15509;0,025;50834;26/07/2000;28/11/2003
15509;0,02;50834;26/07/2000;28/11/2003
15509;0;50834;26/07/2000;28/11/2003
15512;0,0575;50835;15/12/1998;22/09/2002
15512;0,0475;50835;15/12/1998;22/09/2002
15512;0,0375;50835;15/12/1998;22/09/2002
15512;0,0275;50835;15/12/1998;22/09/2002
15512;0,02;50835;15/12/1998;22/09/2002
15512;0;50835;15/12/1998;22/09/2002
15512;0,0575;50836;23/09/2002;29/10/2004
15512;0,045;50836;23/09/2002;29/10/2004
15512;0,035;50836;23/09/2002;29/10/2004
15512;0,025;50836;23/09/2002;29/10/2004
15512;0,02;50836;23/09/2002;29/10/2004
15512;0;50836;23/09/2002;29/10/2004
15534;0,0575;50845;01/02/2002;30/04/2007
15534;0,045;50845;01/02/2002;30/04/2007
15534;0,035;50845;01/02/2002;30/04/2007
15534;0,025;50845;01/02/2002;30/04/2007
15534;0,02;50845;01/02/2002;30/04/2007
15534;0;50845;01/02/2002;30/04/2007
15539;0,0575;50846;01/02/2002;30/04/2007
15539;0,045;50846;01/02/2002;30/04/2007
15539;0,035;50846;01/02/2002;30/04/2007
15539;0,025;50846;01/02/2002;30/04/2007
15539;0,02;50846;01/02/2002;30/04/2007
15539;0;50846;01/02/2002;30/04/2007
15744;0,0575;50856;18/04/1995;31/03/2008
15744;0,045;50856;18/04/1995;31/03/2008
15744;0,035;50856;18/04/1995;31/03/2008
15744;0,025;50856;18/04/1995;31/03/2008
15744;0,02;50856;18/04/1995;31/03/2008
15744;0;50856;18/04/1995;31/03/2008
15847;0,0575;50890;15/11/1999;30/04/2002
15847;0,045;50890;15/11/1999;30/04/2002
15847;0,035;50890;15/11/1999;30/04/2002
15847;0,025;50890;15/11/1999;30/04/2002
15847;0,02;50890;15/11/1999;30/04/2002
15847;0;50890;15/11/1999;30/04/2002
15972;0,0575;50898;01/03/2001;30/12/2005
15972;0,045;50898;01/03/2001;30/12/2005
15972;0,035;50898;01/03/2001;30/12/2005
15972;0,025;50898;01/03/2001;30/12/2005
15972;0,02;50898;01/03/2001;30/12/2005
15972;0;50898;01/03/2001;30/12/2005
16206;0,055;50933;01/02/1996;28/02/2003
16206;0,0475;50933;01/02/1996;28/02/2003
16206;0,035;50933;01/02/1996;28/02/2003
16206;0,0275;50933;01/02/1996;28/02/2003
16206;0,02;50933;01/02/1996;28/02/2003
16206;0;50933;01/02/1996;28/02/2003
16515;0,0575;51002;30/04/1996;30/05/2003
16515;0,0525;51002;30/04/1996;30/05/2003
16515;0,045;51002;30/04/1996;30/05/2003
16515;0,03;51002;30/04/1996;30/05/2003
16515;0;51002;30/04/1996;30/05/2003
16592;0,0575;51050;02/11/1998;30/05/2003
16592;0,0525;51050;02/11/1998;30/05/2003
16592;0,045;51050;02/11/1998;30/05/2003
16592;0,03;51050;02/11/1998;30/05/2003
16592;0;51050;02/11/1998;30/05/2003
16669;0,0575;51087;30/04/1996;30/05/2003
16669;0,0525;51087;30/04/1996;30/05/2003
16669;0,045;51087;30/04/1996;30/05/2003
16669;0,03;51087;30/04/1996;30/05/2003
16669;0;51087;30/04/1996;30/05/2003
17022;0,05;51210;01/12/2000;31/03/2008
17022;0,045;51210;01/12/2000;31/03/2008
17022;0,035;51210;01/12/2000;31/03/2008
17022;0,025;51210;01/12/2000;31/03/2008
17022;0,02;51210;01/12/2000;31/03/2008
17022;0;51210;01/12/2000;31/03/2008
17754;0,0525;51460;02/01/1996;30/04/2001
17754;0,0475;51460;02/01/1996;30/04/2001
17754;0,04;51460;02/01/1996;30/04/2001
17754;0,03;51460;02/01/1996;30/04/2001
17754;0,02;51460;02/01/1996;30/04/2001
17754;0;51460;02/01/1996;30/04/2001
17754;0,0575;51461;01/05/2001;30/11/2006
17754;0,0475;51461;01/05/2001;30/11/2006
17754;0,0375;51461;01/05/2001;30/11/2006
17754;0,0275;51461;01/05/2001;30/11/2006
17754;0;51461;01/05/2001;30/11/2006
17762;0,0525;51464;26/12/1996;30/04/2001
17762;0,0475;51464;26/12/1996;30/04/2001
17762;0,04;51464;26/12/1996;30/04/2001
17762;0,03;51464;26/12/1996;30/04/2001
17762;0,02;51464;26/12/1996;30/04/2001
17762;0;51464;26/12/1996;30/04/2001
17762;0,0575;51465;01/05/2001;30/11/2006
17762;0,0475;51465;01/05/2001;30/11/2006
17762;0,0375;51465;01/05/2001;30/11/2006
17762;0,0275;51465;01/05/2001;30/11/2006
17762;0;51465;01/05/2001;30/11/2006
17893;0,035;51513;01/10/1997;31/01/2007
17893;0,03;51513;01/10/1997;31/01/2007
17893;0,02;51513;01/10/1997;31/01/2007
17893;0,01;51513;01/10/1997;31/01/2007
17893;0;51513;01/10/1997;31/01/2007
17896;0,035;51514;30/09/2004;31/01/2007
17896;0,03;51514;30/09/2004;31/01/2007
17896;0,02;51514;30/09/2004;31/01/2007
17896;0,01;51514;30/09/2004;31/01/2007
17896;0;51514;30/09/2004;31/01/2007
17918;0,05;51515;02/03/1998;28/11/2003
17918;0,04;51515;02/03/1998;28/11/2003
17918;0,03;51515;02/03/1998;28/11/2003
18163;0,05;51719;30/11/1999;28/02/2002
18163;0,04;51719;30/11/1999;28/02/2002
18163;0,035;51719;30/11/1999;28/02/2002
18163;0,03;51719;30/11/1999;28/02/2002
18163;0,02;51719;30/11/1999;28/02/2002
18163;0;51719;30/11/1999;28/02/2002
18163;0,05;51720;01/03/2002;19/11/2006
18163;0,0425;51720;01/03/2002;19/11/2006
18163;0,0375;51720;01/03/2002;19/11/2006
18163;0,0325;51720;01/03/2002;19/11/2006
18163;0,0275;51720;01/03/2002;19/11/2006
18163;0,02;51720;01/03/2002;19/11/2006
18163;0;51720;01/03/2002;19/11/2006
18163;0,0575;51721;20/11/2006;28/02/2007
18163;0,05;51721;20/11/2006;28/02/2007
18163;0,045;51721;20/11/2006;28/02/2007
18163;0,035;51721;20/11/2006;28/02/2007
18163;0,025;51721;20/11/2006;28/02/2007
18163;0,02;51721;20/11/2006;28/02/2007
18163;0,015;51721;20/11/2006;28/02/2007
18163;0;51721;20/11/2006;28/02/2007
18273;0,05;51866;02/03/1998;14/09/2000
18273;0,04;51866;02/03/1998;14/09/2000
18273;0,035;51866;02/03/1998;14/09/2000
18273;0,03;51866;02/03/1998;14/09/2000
18273;0,02;51866;02/03/1998;14/09/2000
18273;0;51866;02/03/1998;14/09/2000
18273;0,05;51867;15/09/2000;19/11/2006
18273;0,0425;51867;15/09/2000;19/11/2006
18273;0,0375;51867;15/09/2000;19/11/2006
18273;0,0325;51867;15/09/2000;19/11/2006
18273;0,0275;51867;15/09/2000;19/11/2006
18273;0,02;51867;15/09/2000;19/11/2006
18273;0;51867;15/09/2000;19/11/2006
18273;0,0575;51868;20/11/2006;28/02/2007
18273;0,05;51868;20/11/2006;28/02/2007
18273;0,045;51868;20/11/2006;28/02/2007
18273;0,035;51868;20/11/2006;28/02/2007
18273;0,025;51868;20/11/2006;28/02/2007
18273;0,02;51868;20/11/2006;28/02/2007
18273;0,015;51868;20/11/2006;28/02/2007
18273;0;51868;20/11/2006;28/02/2007
18456;0,0575;51959;01/12/1998;31/10/2002
18456;0,045;51959;01/12/1998;31/10/2002
18456;0,035;51959;01/12/1998;31/10/2002
18456;0,025;51959;01/12/1998;31/10/2002
18456;0,02;51959;01/12/1998;31/10/2002
18456;0;51959;01/12/1998;31/10/2002
18466;0,0575;51962;18/10/1998;31/10/2002
18466;0,045;51962;18/10/1998;31/10/2002
18466;0,035;51962;18/10/1998;31/10/2002
18466;0,025;51962;18/10/1998;31/10/2002
18466;0,02;51962;18/10/1998;31/10/2002
18466;0;51962;18/10/1998;31/10/2002
18779;0,04;52083;31/10/1997;28/02/2003
18779;0,0375;52083;31/10/1997;28/02/2003
18779;0,03;52083;31/10/1997;28/02/2003
18779;0,02;52083;31/10/1997;28/02/2003
18779;0,01;52083;31/10/1997;28/02/2003
18779;0;52083;31/10/1997;28/02/2003
18779;0,055;52084;01/03/2003;30/07/2004
18779;0,045;52084;01/03/2003;30/07/2004
18779;0,035;52084;01/03/2003;30/07/2004
18779;0,025;52084;01/03/2003;30/07/2004
18779;0,02;52084;01/03/2003;30/07/2004
18779;0;52084;01/03/2003;30/07/2004
18785;0,04;52086;31/10/1997;28/02/2003
18785;0,0375;52086;31/10/1997;28/02/2003
18785;0,03;52086;31/10/1997;28/02/2003
